shipment_id,shipment_date,carrier,origin,destination,region,shipping_mode,priority,weight,distance,shipping_cost,promised_delivery_days,actual_delivery_days,delivery_status,is_delayed
SHP100900,2026-05-06,UPS,Kolkata,Lucknow,West,Rail,Express,5.16,755,721.6,7,7,Delivered,0
SHP100901,2026-05-06,UPS,Delhi,Jaipur,Central,Air,Standard,3.83,362,949.98,2,1,Delivered,0
SHP100902,2026-05-07,DHL,Hyderabad,Kochi,Central,Rail,Standard,14.26,1161,1133.73,8,9,Delivered,0
SHP100903,2026-05-08,Delhivery,Kolkata,Thiruvananthapuram,South,Air,Standard,2.38,1988,1581.3,3,7,Delayed,1
SHP100904,2026-05-08,BlueDart,Chennai,Thiruvananthapuram,North,Rail,Standard,6.08,1232,909.22,8,8,Delivered,0
SHP100905,2026-05-09,BlueDart,Chennai,Lucknow,West,Sea,High,8.49,1027,793.06,11,12,Delivered,0
SHP100906,2026-05-09,FedEx,Kolkata,Pune,Central,Air,Standard,13.0,744,1385.86,3,2,Delivered,0
SHP100907,2026-05-10,Delhivery,Kolkata,Thiruvananthapuram,South,Road,Express,11.86,1797,1415.52,6,6,Delivered,0
SHP100908,2026-05-10,UPS,Mumbai,Pune,Central,Sea,Standard,6.43,1228,854.61,12,12,Delivered,0
SHP100909,2026-05-11,DHL,Mumbai,Pune,West,Road,Standard,7.09,146,483.46,4,7,Delayed,1
SHP100910,2026-05-11,FedEx,Bengaluru,Lucknow,West,Rail,Standard,14.25,2133,1470.44,7,8,Delivered,0
SHP100911,2026-05-12,BlueDart,Hyderabad,Ahmedabad,East,Road,Express,6.34,716,782.71,5,4,Delivered,0
SHP100912,2026-05-12,UPS,Bengaluru,Ahmedabad,South,Road,Standard,7.63,393,490.73,5,6,Delivered,0
SHP100913,2026-05-13,UPS,Bengaluru,Ahmedabad,West,Air,Express,14.55,644,1246.66,3,3,Delivered,0
SHP100914,2026-05-14,DHL,Delhi,Jaipur,East,Air,Standard,27.28,1681,2234.98,4,10,Delayed,1
SHP100915,2026-05-14,BlueDart,Chennai,Lucknow,East,Rail,Standard,8.08,905,757.01,7,6,Delivered,0
SHP100916,2026-05-15,Delhivery,Delhi,Pune,Central,Road,Standard,9.63,1185,1062.1,5,4,Delivered,0
SHP100917,2026-05-15,UPS,Hyderabad,Thiruvananthapuram,Central,Road,Standard,11.63,1105,898.4,5,5,Delivered,0
SHP100918,2026-05-16,DHL,Kolkata,Jaipur,East,Road,Express,14.46,2331,1689.07,7,8,Delivered,0
SHP100919,2026-05-16,Delhivery,Mumbai,Ahmedabad,Central,Road,Standard,13.21,741,971.41,5,4,Delivered,0
SHP100920,2026-05-17,BlueDart,Hyderabad,Kochi,West,Rail,Express,4.36,884,699.06,7,7,Delivered,0
SHP100921,2026-05-17,UPS,Kolkata,Jaipur,North,Sea,Standard,8.46,615,482.05,10,9,Delivered,0
SHP100922,2026-05-18,Delhivery,Hyderabad,Jaipur,West,Road,Standard,13.27,1471,1101.83,4,4,Delivered,0
SHP100923,2026-05-18,Delhivery,Kolkata,Lucknow,East,Rail,Standard,16.43,1315,1274.86,8,8,Delivered,0
SHP100924,2026-05-19,Delhivery,Mumbai,Thiruvananthapuram,East,Rail,Standard,6.08,2000,1198.26,8,8,Delivered,0
SHP100925,2026-05-20,UPS,Kolkata,Jaipur,West,Road,Express,8.32,2244,1439.63,5,7,Delivered,0
SHP100926,2026-05-20,UPS,Bengaluru,Thiruvananthapuram,Central,Sea,Express,8.98,707,679.52,10,10,Delivered,0
SHP100927,2026-05-21,FedEx,Hyderabad,Lucknow,Central,Air,Standard,6.92,828,1188.34,3,3,Delivered,0
SHP100928,2026-05-21,BlueDart,Mumbai,Kochi,East,Air,Standard,8.17,184,798.88,2,5,Delayed,1
SHP100929,2026-05-22,DHL,Kolkata,Pune,South,Rail,Express,37.75,125,1498.07,7,7,Delivered,0
SHP100930,2026-05-22,Delhivery,Bengaluru,Pune,Central,Road,Express,5.9,1434,925.64,6,6,Delivered,0
SHP100931,2026-05-23,FedEx,Bengaluru,Ahmedabad,West,Rail,Express,6.24,1319,905.79,8,8,Delivered,0
SHP100932,2026-05-23,DHL,Chennai,Ahmedabad,Central,Rail,Standard,1.61,1061,602.26,6,6,Delivered,0
SHP100933,2026-05-24,FedEx,Bengaluru,Kochi,West,Air,Standard,1.37,1039,1002.39,3,3,Delivered,0
SHP100934,2026-05-24,UPS,Delhi,Pune,East,Rail,High,9.41,1595,1254.07,7,9,Delivered,0
SHP100935,2026-05-25,Delhivery,Mumbai,Ahmedabad,Central,Road,Express,13.3,1916,1466.0,6,13,Delayed,1
SHP100936,2026-05-26,DHL,Mumbai,Thiruvananthapuram,West,Road,Standard,11.76,1561,1268.78,6,5,Delivered,0
SHP100937,2026-05-26,DHL,Mumbai,Jaipur,East,Road,Express,3.52,1639,965.86,5,6,Delivered,0
SHP100938,2026-05-27,DHL,Kolkata,Lucknow,South,Sea,Express,11.31,1587,1006.81,11,11,Delivered,0
SHP100939,2026-05-27,DHL,Hyderabad,Ahmedabad,West,Air,Standard,6.17,2143,1874.64,5,6,Delivered,0
SHP100940,2026-05-28,DHL,Kolkata,Kochi,South,Road,Standard,5.12,2080,1247.0,7,7,Delivered,0
SHP100941,2026-05-28,FedEx,Delhi,Pune,South,Road,Standard,2.17,2370,1254.42,6,6,Delivered,0
SHP100942,2026-05-29,Delhivery,Hyderabad,Kochi,North,Road,Standard,3.88,2053,1141.28,7,8,Delivered,0
SHP100943,2026-05-29,UPS,Bengaluru,Lucknow,Central,Road,Express,9.56,991,759.02,6,6,Delivered,0
SHP100944,2026-05-30,UPS,Kolkata,Lucknow,West,Air,Standard,8.4,1374,1555.79,4,6,Delivered,0
SHP100945,2026-05-30,UPS,Hyderabad,Kochi,South,Air,Express,7.57,1882,1588.64,4,5,Delivered,0
SHP100946,2026-05-31,UPS,Bengaluru,Ahmedabad,North,Road,High,0.87,1833,1015.96,7,13,Delayed,1
SHP100947,2026-06-01,FedEx,Hyderabad,Ahmedabad,East,Rail,Standard,7.62,194,559.28,7,7,Delivered,0
SHP100948,2026-06-01,BlueDart,Bengaluru,Pune,West,Air,Standard,4.31,1683,1498.17,3,3,Delivered,0
SHP100949,2026-06-02,Delhivery,Hyderabad,Thiruvananthapuram,South,Air,Express,8.44,1402,1521.82,4,4,Delivered,0
SHP100950,2026-06-02,DHL,Kolkata,Pune,Central,Sea,Express,14.74,1940,1480.71,12,12,Delivered,0
SHP100951,2026-06-03,BlueDart,Kolkata,Jaipur,North,Air,Express,4.82,1178,1223.53,3,3,Delivered,0
SHP100952,2026-06-03,UPS,Delhi,Thiruvananthapuram,South,Sea,Standard,7.24,1057,787.14,10,15,Delayed,1
SHP100953,2026-06-04,BlueDart,Chennai,Jaipur,Central,Road,Standard,22.17,1585,1539.38,6,6,Delivered,0
SHP100954,2026-06-04,Delhivery,Mumbai,Pune,South,Rail,Standard,8.15,1206,818.55,7,14,Delayed,1
SHP100955,2026-06-05,DHL,Kolkata,Thiruvananthapuram,West,Air,High,6.63,376,1020.12,4,4,Delivered,0
SHP100956,2026-06-05,DHL,Kolkata,Thiruvananthapuram,West,Air,Standard,3.57,2305,1799.93,5,5,Delivered,0
SHP100957,2026-06-06,Delhivery,Bengaluru,Jaipur,West,Road,High,11.51,2442,1670.3,6,7,Delivered,0
SHP100958,2026-06-07,Delhivery,Chennai,Kochi,North,Rail,Standard,3.09,1142,888.54,8,9,Delivered,0
SHP100959,2026-06-07,UPS,Kolkata,Ahmedabad,West,Road,High,15.16,338,682.92,5,6,Delivered,0
SHP100960,2026-06-08,DHL,Hyderabad,Thiruvananthapuram,Central,Air,Express,10.46,2134,1975.0,4,4,Delivered,0
SHP100961,2026-06-08,BlueDart,Chennai,Thiruvananthapuram,South,Rail,Standard,4.43,2176,1248.62,8,9,Delivered,0
SHP100962,2026-06-09,FedEx,Mumbai,Jaipur,East,Rail,Express,3.66,2288,1370.12,8,7,Delivered,0
SHP100963,2026-06-09,FedEx,Hyderabad,Thiruvananthapuram,Central,Road,Standard,3.73,1972,1099.97,6,5,Delivered,0
SHP100964,2026-06-10,Delhivery,Bengaluru,Jaipur,Central,Rail,Standard,1.4,255,294.74,7,8,Delivered,0
SHP100965,2026-06-10,UPS,Delhi,Kochi,West,Rail,Standard,9.26,1080,844.85,7,7,Delivered,0
SHP100966,2026-06-11,FedEx,Hyderabad,Thiruvananthapuram,North,Road,Standard,0.99,1998,1105.16,5,5,Delivered,0
SHP100967,2026-06-11,DHL,Mumbai,Lucknow,South,Air,Standard,6.33,1747,1602.31,3,3,Delivered,0
SHP100968,2026-06-12,Delhivery,Hyderabad,Pune,North,Road,Express,6.04,355,444.19,5,6,Delivered,0
SHP100969,2026-06-13,BlueDart,Chennai,Kochi,South,Air,Express,5.29,755,964.89,2,2,Delivered,0
SHP100970,2026-06-13,Delhivery,Chennai,Lucknow,South,Road,Standard,9.21,1903,1303.05,7,8,Delivered,0
SHP100971,2026-06-14,BlueDart,Mumbai,Kochi,North,Road,Express,4.44,1131,834.14,6,5,Delivered,0
SHP100972,2026-06-14,Delhivery,Chennai,Ahmedabad,Central,Air,Express,7.64,1436,1408.51,4,5,Delivered,0
SHP100973,2026-06-15,Delhivery,Hyderabad,Kochi,South,Road,High,15.16,2183,1498.83,7,13,Delayed,1
SHP100974,2026-06-15,Delhivery,Delhi,Kochi,North,Air,Express,9.96,626,1257.55,3,6,Delayed,1
SHP100975,2026-06-16,BlueDart,Hyderabad,Ahmedabad,South,Rail,Standard,4.95,1215,978.65,7,7,Delivered,0
SHP100976,2026-06-16,BlueDart,Delhi,Thiruvananthapuram,East,Sea,Standard,6.77,2163,1190.45,11,10,Delivered,0
SHP100977,2026-06-17,Delhivery,Chennai,Pune,Central,Air,Express,5.3,2120,1628.43,5,10,Delayed,1
SHP100978,2026-06-17,FedEx,Hyderabad,Lucknow,West,Sea,Standard,5.98,518,529.84,11,11,Delivered,0
SHP100979,2026-06-18,UPS,Chennai,Jaipur,South,Road,Standard,7.8,1832,1243.51,5,4,Delivered,0
SHP100980,2026-06-19,UPS,Delhi,Pune,East,Air,Standard,2.09,1695,1383.28,3,7,Delayed,1
SHP100981,2026-06-19,UPS,Chennai,Kochi,West,Air,Standard,1.68,1929,1635.7,4,6,Delivered,0
SHP100982,2026-06-20,BlueDart,Kolkata,Jaipur,West,Road,Standard,3.33,1680,1055.28,6,6,Delivered,0
SHP100983,2026-06-20,BlueDart,Bengaluru,Ahmedabad,South,Rail,Standard,9.51,1743,1189.69,8,10,Delivered,0
SHP100984,2026-06-21,FedEx,Hyderabad,Pune,North,Road,Standard,10.39,386,563.13,6,7,Delivered,0
SHP100985,2026-06-21,UPS,Kolkata,Thiruvananthapuram,South,Air,Express,11.43,698,1381.28,2,4,Delivered,0
SHP100986,2026-06-22,UPS,Chennai,Lucknow,East,Air,Standard,3.43,1212,1332.24,4,6,Delivered,0
SHP100987,2026-06-22,Delhivery,Chennai,Pune,West,Road,Standard,7.21,1475,1009.03,5,6,Delivered,0
SHP100988,2026-06-23,BlueDart,Bengaluru,Pune,South,Air,Standard,5.07,2484,1860.06,5,4,Delivered,0
SHP100989,2026-06-23,UPS,Chennai,Thiruvananthapuram,North,Air,Standard,6.16,2308,1785.95,5,4,Delivered,0
SHP100990,2026-06-24,FedEx,Bengaluru,Jaipur,South,Air,Standard,5.0,1459,1439.22,4,3,Delivered,0
SHP100991,2026-06-25,FedEx,Hyderabad,Ahmedabad,Central,Rail,Standard,8.11,1779,1114.95,8,8,Delivered,0
SHP100992,2026-06-25,UPS,Delhi,Thiruvananthapuram,North,Sea,Standard,4.02,2195,1068.81,12,17,Delayed,1
SHP100993,2026-06-26,BlueDart,Bengaluru,Ahmedabad,East,Road,Express,14.09,2419,1703.62,7,11,Delayed,1
SHP100994,2026-06-26,FedEx,Bengaluru,Thiruvananthapuram,West,Sea,Standard,14.17,260,728.27,10,11,Delivered,0
SHP100995,2026-06-27,Delhivery,Kolkata,Pune,South,Road,Standard,9.31,1567,1101.7,5,6,Delivered,0
SHP100996,2026-06-27,FedEx,Chennai,Ahmedabad,North,Road,Standard,13.05,993,962.22,5,6,Delivered,0
SHP100997,2026-06-28,DHL,Hyderabad,Jaipur,Central,Air,Express,2.02,1637,1462.51,4,5,Delivered,0
SHP100998,2026-06-28,DHL,Delhi,Jaipur,North,Road,Express,14.62,2193,1518.83,6,6,Delivered,0
SHP100999,2026-06-29,BlueDart,Mumbai,Lucknow,Central,Sea,Express,8.72,1124,855.0,10,10,Delivered,0
SHP101000,2026-06-30,UPS,Bengaluru,Ahmedabad,East,Road,Standard,4.21,1715,1030.02,7,7,Delivered,0
